SOR,DTA,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
1684,04/07/2018,,1,,1,,,1,,1,1,,1,1,1,1,1,1,,,,,1,1,1,1
1685,06/07/2018,1,1,1,,1,1,1,,,,1,1,,1,,1,1,,1,,1,1,,1,
1686,09/07/2018,,1,,1,1,1,,,1,1,,,1,,1,,1,1,1,1,,1,1,1,
1687,11/07/2018,1,1,1,1,,1,1,,1,1,,,,1,,1,1,1,1,1,,,,1,
1688,13/07/2018,1,,1,1,1,1,1,1,,1,,,1,,1,,,,1,,1,1,,1,1
1689,16/07/2018,1,1,,,,1,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,
1690,18/07/2018,1,1,,1,1,,1,1,,1,,,1,,1,1,,,1,1,,1,1,,1
1691,20/07/2018,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,,1,1,,,,,,
1692,23/07/2018,,,1,,1,1,1,,,1,,1,,1,1,,1,1,,1,,1,1,1,1
1693,25/07/2018,1,,1,1,,1,1,1,,,1,,,1,,1,1,,1,1,1,1,1,,
1694,27/07/2018,1,1,1,1,1,,,,1,,1,1,1,,,,1,1,1,1,,,1,1,
1695,30/07/2018,1,,,1,1,,,,1,,1,,1,1,,,1,1,,1,1,1,1,1,1
1696,01/08/2018,,1,,1,1,,1,1,,1,,1,1,1,,1,1,1,1,,,,1,1,
1697,03/08/2018,,,1,1,,1,1,,,1,,,1,,,,1,1,1,1,1,1,1,1,1
1698,06/08/2018,,1,1,1,1,,,1,1,,,,1,1,,1,,1,1,1,1,1,,,1
1699,08/08/2018,,,,1,1,1,,1,1,1,,,1,1,1,1,,,1,,1,,1,1,1
1700,10/08/2018,1,1,1,,,1,1,1,,,,1,1,1,,1,,,,1,1,1,1,1,
1701,13/08/2018,1,1,1,,1,1,1,1,,1,,,1,,,1,1,1,,1,1,1,,,
1702,15/08/2018,,,1,1,1,,1,1,,1,1,,,1,1,1,1,1,1,,,1,,,1
1703,17/08/2018,1,,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,
1704,20/08/2018,,1,,1,,1,1,,1,1,1,1,1,1,,1,,1,1,1,,1,,,
1705,22/08/2018,,1,1,1,1,,,,1,,,1,,1,,1,1,1,1,1,1,,1,1,
1706,24/08/2018,,1,1,1,1,,1,1,1,,,1,1,1,1,,1,1,,1,1,,,,
1707,27/08/2018,,1,,,1,,,,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1
1708,08/09/2018,1,1,1,1,,1,1,1,1,1,,1,1,1,,,1,1,,,,1,,,
1709,10/09/2018,1,,1,1,1,,,,,,1,1,1,,1,,,1,1,1,1,1,1,1,
1710,12/09/2018,,1,,1,1,1,1,,1,1,1,1,,,,,1,,,1,1,1,,1,1
1711,14/09/2018,1,1,1,1,1,,,1,,1,1,,1,1,,,,1,1,1,1,,1,,
1712,17/09/2018,1,,1,,1,1,1,,,1,,,1,1,1,1,1,1,,,,,1,1,1
1713,19/09/2018,1,,,1,,,,1,1,1,,1,1,,1,1,1,,1,1,1,,1,1,
1714,21/09/2018,1,,1,,1,1,1,1,,1,,,,1,1,,,1,1,,1,1,1,1,
1715,24/09/2018,1,1,,1,,1,,1,,,1,,1,,,1,1,1,1,,1,1,,1,1
1716,26/09/2018,1,,1,1,1,,1,,,1,1,1,1,,,1,1,,,,,1,1,1,1
1717,28/09/2018,1,,1,1,1,,1,1,1,1,1,,,1,1,,,,,,1,1,1,1,
1718,01/10/2018,,1,1,,1,1,1,1,,1,1,1,,,,,1,1,,1,1,1,,1,
1719,03/10/2018,,1,1,1,,1,,,,1,1,,1,,1,,1,1,,1,1,,1,1,1
1720,05/10/2018,,1,1,1,,,,,1,1,1,,1,,1,,1,1,,1,,1,1,1,1
1721,08/10/2018,1,,1,1,1,1,,1,,,1,,1,1,1,1,,,1,,1,,,1,1
1722,10/10/2018,,1,,1,1,,1,1,,,1,1,,1,1,,1,,1,,1,1,1,,1
1723,13/10/2018,1,1,,1,,1,1,,,1,1,1,1,1,,,1,1,1,,1,1,,,
1724,15/10/2018,,,,,1,1,1,,1,1,1,1,1,,1,1,,1,,1,1,1,1,,
1725,17/10/2018,1,,,,1,1,,1,,,,1,1,1,1,,,1,1,,1,1,1,1,1
1726,19/10/2018,1,,1,,1,1,,1,,1,1,1,,1,1,,1,,1,1,,1,,,1
1727,22/10/2018,1,1,,,1,1,1,,1,1,,,1,1,1,1,,,,1,1,1,,1,
1728,24/10/2018,,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,,,,1,1,,,
1729,26/10/2018,1,1,,1,,1,,1,1,1,1,1,,1,,1,,1,,,1,,,1,1
1730,29/10/2018,1,,,,,,1,1,,1,,1,1,1,1,1,,1,1,,,1,1,1,1
1731,31/10/2018,1,,1,,1,,1,1,1,1,,,1,1,,,1,,1,1,,1,,1,1
1732,03/11/2018,1,,1,,1,,,,1,1,,1,1,1,,,1,1,1,1,1,1,,1,
1733,05/11/2018,1,1,,1,1,,,1,1,,,1,1,1,1,1,,,1,,1,,1,,1
1734,07/11/2018,1,1,1,,,1,1,1,,1,1,,,,1,1,1,,,,1,1,,1,1
1735,09/11/2018,1,1,1,,,1,,,,1,,1,1,1,1,,,,1,1,1,,1,1,1
1736,12/11/2018,,,1,,,1,1,,1,,1,1,1,,1,1,,1,1,,,1,1,1,1
1737,14/11/2018,,1,,1,1,1,,,,1,1,1,,,1,1,,1,1,1,,1,,1,1
1738,16/11/2018,1,,1,,,1,,,1,1,,,1,1,,,1,1,1,1,1,1,1,1,
1739,19/11/2018,,1,1,1,1,1,1,1,,,1,1,,1,,1,,,1,1,,1,,1,
1740,21/11/2018,1,1,1,1,1,1,,1,1,1,1,,,,,1,,1,1,,,1,,1,
1741,23/11/2018,1,,,,1,,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,,1
1742,26/11/2018,1,,,1,,1,,1,1,1,,1,,1,1,1,1,1,,1,1,,,,1
1743,28/11/2018,,,,,1,1,1,1,,1,1,,1,,1,,1,1,1,,1,1,,1,1
1744,30/11/2018,1,,,,1,1,,,,1,1,1,1,,1,,1,1,1,1,1,,1,1,
1745,03/12/2018,,1,1,1,,1,1,1,1,1,1,,,,,1,,1,,1,1,,,1,1
1746,05/12/2018,,,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,,,1,1,,1
1747,07/12/2018,1,,,1,1,1,1,1,,1,,,1,,1,1,1,,1,1,1,,,,1
1748,10/12/2018,1,,1,,1,1,1,,1,1,1,1,,,,,1,1,1,,1,1,,,1
1749,12/12/2018,,1,,1,,1,,,1,,,1,1,,1,1,,,1,1,1,1,1,1,1
1750,14/12/2018,1,,,1,,1,1,,,1,,1,1,,,1,1,1,1,1,,1,1,1,
1751,17/12/2018,1,,1,1,,1,1,,1,1,,1,1,,1,,,1,1,,,1,,1,1
1752,19/12/2018,1,,1,1,,1,1,1,1,,,1,1,,1,1,1,1,,1,,1,,,
1753,21/12/2018,1,1,1,,1,1,,1,1,,,1,1,,1,,1,,,,1,1,,1,1
1754,24/12/2018,1,1,1,1,1,,,,,1,,1,1,1,1,,1,,,1,1,,,1,1
1755,26/12/2018,1,1,1,,,,,1,1,,1,,1,,,1,,1,1,1,1,1,1,,1
1756,28/12/2018,1,1,,,1,1,1,1,,,,1,1,,,1,1,,1,,1,1,1,1,
1757,31/12/2018,1,,1,1,,,1,,,1,,,1,1,1,,1,1,,1,1,1,1,,1
1758,02/01/2019,1,1,,1,,,1,1,1,1,,1,1,1,,,1,,1,1,,1,1,,
1759,04/01/2019,1,1,1,1,1,1,,1,,1,,,,1,1,1,,1,1,,,1,1,,
1760,07/01/2019,1,,1,1,1,1,1,,,,,1,,1,1,1,,1,,1,,,1,1,1
1761,09/01/2019,1,1,1,,1,1,,,1,1,1,,1,,,,1,1,1,1,1,,,,1
1762,11/01/2019,1,1,,,1,1,1,1,,,,1,,,1,1,1,,,1,1,1,1,,1
1763,14/01/2019,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,,,,1,,,1,
1764,16/01/2019,1,1,,1,,1,1,,,1,,1,,1,1,1,1,,1,1,,,1,,1
1765,18/01/2019,1,1,1,1,1,,,1,1,,1,,1,1,,,1,1,,,1,1,,,1
1766,21/01/2019,1,,1,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,,
1767,23/01/2019,,1,,1,1,1,1,,1,1,1,,,,1,1,,,1,1,,,1,1,1
1768,25/01/2019,1,1,,1,,1,,,,1,,1,,1,,,1,1,1,1,,1,1,1,1
1769,28/01/2019,1,,1,,1,,1,1,,1,,1,1,1,,1,1,1,,1,,,1,,1
1770,30/01/2019,,1,,1,1,,1,,,,1,1,,1,1,,,1,1,1,1,1,1,,1
1771,01/02/2019,,1,,,,1,1,,,1,1,,1,,1,1,1,1,1,,1,,1,1,1
1772,04/02/2019,1,,1,1,1,,1,,1,1,,,1,1,,1,,,1,1,1,,,1,1
1773,06/02/2019,1,1,,,1,,,1,1,1,,,1,,1,1,1,1,1,,1,,,1,1
1774,08/02/2019,,,1,,,,1,,1,1,,1,1,1,1,,1,,1,1,,1,1,1,1
1775,11/02/2019,,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,1,,
1776,13/02/2019,,1,1,1,,1,1,,,,1,1,1,,,,1,1,1,,,1,1,1,1
1777,15/02/2019,,1,,1,,1,,1,,1,,1,,1,1,1,,1,1,1,1,,,1,1
1778,18/02/2019,1,,1,,1,1,,1,1,1,1,,1,,,1,,1,1,,1,,1,1,
1779,20/02/2019,,1,1,1,,1,,1,1,,,,,,1,,,1,1,1,1,1,1,1,1
1780,22/02/2019,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,,,,1,,,1
1781,25/02/2019,1,,,1,1,,1,1,1,1,1,,,,1,1,,1,1,1,1,1,,,
1782,27/02/2019,1,1,1,,,,1,1,,,,1,1,1,1,,1,1,1,1,,1,,,1
1783,01/03/2019,,,1,1,,,,1,,1,1,1,,1,1,,,1,,1,1,1,1,1,1
1784,06/03/2019,1,,1,1,,,1,,1,1,1,,1,1,,,1,1,1,,,1,1,,1
1785,08/03/2019,1,,,1,1,1,1,1,1,,1,,,1,,1,1,,1,,1,,1,,1
1786,11/03/2019,1,,1,1,1,1,1,,,,,1,,,,1,1,1,,1,1,1,1,1,
1787,13/03/2019,1,1,,1,,1,1,,,1,1,1,,1,,,,1,1,1,1,,1,,1
1788,15/03/2019,1,1,,,,1,1,,1,1,1,,1,1,1,,1,1,1,1,,,1,,
1789,18/03/2019,1,,1,,1,,,1,1,,1,,1,1,1,,1,,1,,1,1,,1,1
1790,20/03/2019,1,1,1,,,1,,1,,,1,1,1,,1,,1,1,,,1,,1,1,1
1791,22/03/2019,1,1,,1,1,,1,1,,1,,,1,,1,,1,1,1,1,,1,,1,
1792,25/03/2019,,1,1,,,1,1,,1,1,,,1,1,1,1,1,,,,1,1,,1,1
1793,27/03/2019,1,1,1,,1,1,,,,1,1,,1,,,1,,1,1,1,1,,1,1,
1794,29/03/2019,,,1,1,1,,1,1,,1,1,,1,,,1,,1,1,,1,1,,1,1
1795,01/04/2019,,1,,1,,,1,1,1,1,,,1,,,1,1,1,1,,,1,1,1,1
1796,03/04/2019,1,,1,,1,,,,1,1,,1,,,1,1,,1,1,1,1,,1,1,1
1797,05/04/2019,,,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,,,,,1,1
1798,08/04/2019,,1,1,1,1,,1,,1,,,1,1,1,1,1,,,1,1,1,,1,,
1799,10/04/2019,,1,1,1,1,,,1,,1,1,1,,,1,,,1,,1,,1,1,1,1
1800,12/04/2019,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,,1,1,1,,,
1801,15/04/2019,1,,,1,1,,1,,,1,,1,1,,1,,1,1,1,1,,1,1,1,
1802,17/04/2019,1,1,,,1,,,1,,,1,1,,1,1,1,,,1,1,1,,1,1,1
1803,20/04/2019,,,1,1,1,1,1,,1,,1,,,,1,,1,1,1,1,1,,1,1,
1804,22/04/2019,1,,,,1,,,1,1,1,1,,1,1,1,,1,,1,1,,1,,1,1
1805,24/04/2019,1,1,,1,1,1,,,1,1,,,,1,1,1,,1,,1,,1,1,1,
1806,26/04/2019,1,1,,1,1,,1,,1,,1,,,1,1,1,,,1,1,1,,1,,1
1807,29/04/2019,1,1,1,,1,,1,1,1,,,,1,1,,,1,1,1,1,,,,1,1
1808,02/05/2019,,,1,,1,,1,1,,,1,1,1,,1,1,,1,1,1,,1,,1,1
1809,03/05/2019,1,1,,1,1,1,,,1,,,,1,1,,1,1,1,,1,,,1,1,1
1810,06/05/2019,1,,1,1,,1,1,,1,,,1,1,1,,1,,,1,,1,1,,1,1
1811,08/05/2019,,1,1,1,1,1,1,1,,1,,1,1,1,,,,1,,1,1,,,1,
1812,10/05/2019,,1,,1,,1,1,,1,,1,1,1,,,,,1,1,1,1,,1,1,1
1813,13/05/2019,1,1,,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,,1,,1
1814,15/05/2019,1,1,1,,1,,1,,,,,1,,1,1,1,,1,1,,1,,1,1,1
1815,17/05/2019,,,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,,,1,1
1816,20/05/2019,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,,,,
1817,22/05/2019,1,,,1,,,1,,1,1,1,,,1,1,1,1,1,,,1,1,1,1,
1818,24/05/2019,1,,,1,1,1,,1,1,1,1,,,1,1,1,,,1,,1,,1,1,
1819,27/05/2019,1,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,
1820,29/05/2019,1,,,1,1,,1,,,1,,,1,1,,1,1,1,1,1,1,1,,,1
1821,31/05/2019,,1,1,1,1,,1,,1,1,,,1,1,,1,1,,1,1,1,,,,1
1822,03/06/2019,1,,,1,,1,,,1,,,1,1,1,,1,1,1,1,1,1,,,1,1
1823,05/06/2019,,,1,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,1,,,
1824,07/06/2019,,1,,,1,1,,1,1,,1,,1,1,,1,1,1,,1,1,,1,,1
1825,10/06/2019,1,,1,,,,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,,
1826,12/06/2019,1,1,,,1,,1,1,1,1,1,1,1,1,,,,,1,,1,1,,,1
1827,14/06/2019,1,,1,1,,1,1,,,1,,1,1,1,,,1,1,1,,1,1,,1,
1828,17/06/2019,1,1,,,1,1,1,1,1,,1,1,1,,1,,,,1,,1,,1,1,
1829,19/06/2019,,1,1,1,1,,1,,,1,1,,1,,1,1,,,1,,1,1,1,1,
1830,21/06/2019,1,,1,,1,,,1,,1,1,1,,1,,,1,1,1,1,,1,1,1,
1831,24/06/2019,,1,,1,1,,,1,1,1,,1,,1,,1,,1,1,1,1,1,1,,
1832,26/06/2019,,1,,,,,1,1,1,1,1,,,,,1,,1,1,1,1,1,1,1,1
1833,28/06/2019,1,,,,,,1,,1,,1,1,,1,1,1,,1,1,1,1,,1,1,1
1834,01/07/2019,,1,,,1,1,,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,
1835,03/07/2019,1,,,1,,1,1,,,,1,,1,1,1,1,,1,,1,1,1,1,1,
1836,05/07/2019,1,,1,1,,1,1,1,1,,,1,,1,1,,1,1,1,,,,,1,1
1837,08/07/2019,1,,,1,1,1,,1,1,,1,1,1,1,1,1,,,,,1,,,1,1
1838,10/07/2019,1,,1,,1,,,1,1,1,,1,,,1,1,,1,,1,1,1,1,,1
1839,12/07/2019,1,,1,1,,1,1,1,1,,,,,1,1,,1,1,1,,,,1,1,1
1840,15/07/2019,,1,1,,,1,1,,,1,1,1,1,1,1,1,1,,1,,1,,,1,
1841,17/07/2019,1,1,1,1,,1,1,1,,,1,1,1,,,,1,1,,,1,1,,,1
1842,19/07/2019,,,1,1,1,1,,,1,,1,1,1,1,,1,1,,1,1,1,,1,,
1843,22/07/2019,,,,1,,1,1,1,,,1,1,,1,1,1,1,,1,1,1,1,,1,
1844,24/07/2019,1,,1,,1,1,1,1,,,1,1,,1,1,1,1,,,,1,,1,,1
1845,26/07/2019,,,1,1,1,1,,1,,1,1,,,1,1,,1,1,1,1,1,,1,,
1846,29/07/2019,1,1,1,,,,,,1,1,1,1,,1,1,,,1,1,1,,1,,1,1
1847,31/07/2019,1,1,1,,1,,1,1,1,,,,,1,1,,1,1,1,1,,,1,1,
1848,02/08/2019,,1,1,,,,1,1,1,,1,,1,,1,1,1,1,,1,1,1,,1,
1849,05/08/2019,1,,,,1,,,,1,,1,1,1,1,,,1,1,1,,1,1,1,1,1
1850,07/08/2019,,,,1,1,,1,,,1,1,1,,1,1,1,,1,,1,1,,1,1,1
1851,09/08/2019,1,,,,1,1,1,1,1,1,1,,1,,,1,,,1,1,,1,1,,1
1852,12/08/2019,1,,1,,,1,,,1,1,,1,1,,,,1,1,1,1,1,,1,1,1
1853,14/08/2019,1,,1,,1,,,,1,1,1,,1,1,1,1,1,,,1,,1,1,1,
1854,16/08/2019,,,1,1,1,1,,1,,,1,,1,1,1,1,1,1,,1,,1,,1,
1855,19/08/2019,1,,,1,1,,1,,,,1,1,1,1,1,1,1,,,1,,,1,1,1
1856,21/08/2019,1,,1,1,,,1,1,,1,1,1,1,,,1,1,1,,1,1,,1,,
1857,23/08/2019,,1,,1,,1,1,1,1,,,,,1,1,1,1,,,1,,1,1,1,1
1858,26/08/2019,,1,1,1,,,1,1,1,,1,,1,,1,,1,1,,1,1,1,,,1
1859,28/08/2019,,,1,,,1,1,1,1,,,1,1,,,1,1,,1,1,1,1,,1,1
1860,30/08/2019,1,1,1,1,1,,,,,1,1,,,,1,,1,1,1,,1,1,1,1,
1861,06/09/2019,,1,1,,1,1,1,1,1,,,,1,1,,1,,1,,,,1,1,1,1
1862,09/09/2019,,1,1,1,1,,1,,,1,1,,1,,,1,,1,1,1,1,,1,1,
1863,11/09/2019,,1,1,1,1,1,,1,1,1,,,,1,,1,,1,,,1,1,,1,1
1864,13/09/2019,,1,1,,,1,1,1,1,1,,1,,1,,1,,1,,1,1,,,1,1
1865,16/09/2019,,1,1,,1,1,1,,,1,1,1,,1,,,1,,1,1,1,,,1,1
1866,18/09/2019,1,1,1,1,1,,,,,1,1,1,1,1,,1,,,,1,1,,1,,1
1867,20/09/2019,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,1,,,,,,,1
1868,23/09/2019,1,1,,1,1,1,,1,,1,1,,1,1,,1,1,,1,,1,,,1,
1869,25/09/2019,1,1,,1,,,,,,1,1,,1,1,1,,1,1,,,1,1,1,1,1
1870,27/09/2019,1,1,1,1,,1,1,,,1,,,,,1,1,,1,,1,1,1,,1,1
1871,30/09/2019,1,1,,1,1,1,1,1,,,1,,1,1,,,,1,,1,,1,1,1,
1872,02/10/2019,1,1,,,,1,,1,1,,,,1,1,1,,1,,1,1,1,1,1,,1
1873,04/10/2019,1,,,1,1,,1,1,1,1,1,1,,1,1,,1,,1,,1,,1,,
1874,07/10/2019,1,,,,1,1,,1,1,1,,,1,1,,,1,,1,1,1,1,,1,1
1875,09/10/2019,1,,1,1,1,,1,1,,,,,1,1,,1,,1,1,,1,1,1,1,
1876,11/10/2019,1,1,1,1,,,1,1,,,1,,1,,,1,,1,1,1,,1,1,1,
1877,14/10/2019,,1,,1,,,,1,1,,1,1,1,1,1,,,1,1,,1,,1,1,1
1878,16/10/2019,1,1,1,1,1,1,,1,,1,,1,,,1,,1,,1,,,,1,1,1
1879,18/10/2019,,1,,1,1,1,,1,,1,1,,1,,1,1,,,1,1,1,,,1,1
1880,21/10/2019,1,,,1,1,1,1,,1,,1,,1,,1,,,1,1,1,,1,1,1,
1881,23/10/2019,1,,1,1,1,,,,,1,,,,1,1,1,1,1,1,,1,,1,1,1
1882,25/10/2019,1,,1,1,1,,,1,1,,1,1,1,1,1,1,,,,,,1,1,1,
1883,28/10/2019,1,1,1,1,1,,,1,,,1,,1,,1,1,1,1,,,1,1,1,,
1884,30/10/2019,1,1,1,,1,1,1,1,1,,1,1,,1,,1,1,,,,,,1,,1
1885,01/11/2019,1,,1,,1,,,1,1,1,1,1,,1,,,1,1,,,1,1,1,,1
1886,04/11/2019,1,1,1,,,1,,,1,,1,1,,1,1,1,,,1,1,1,1,,,1
1887,06/11/2019,1,,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,,,,1,,,
1888,09/11/2019,,1,,1,,1,1,1,,,1,1,,1,,,1,1,,1,,1,1,1,1
1889,11/11/2019,1,1,,1,,1,1,,,,1,,1,1,1,,,,1,1,,1,1,1,1
1890,13/11/2019,1,1,,1,1,,1,1,1,1,1,,1,,1,1,1,,,,1,,1,,
1891,16/11/2019,,,1,1,,1,1,,,,1,,,1,1,1,,,1,1,1,1,1,1,1
1892,18/11/2019,1,,1,,1,1,1,1,1,1,1,,,,,,,,1,1,1,,1,1,1
1893,21/11/2019,,1,1,1,1,,1,,1,1,,,,1,1,1,,,1,1,1,1,,,1
1894,22/11/2019,,1,,1,1,,,1,1,,1,1,,,1,1,1,1,1,,1,1,,,1
1895,25/11/2019,1,1,1,1,,1,,1,1,1,,,1,1,,,,,1,,,1,1,1,1
1896,27/11/2019,1,1,1,,,1,,1,1,,,1,,,1,1,1,1,,1,1,1,,1,
1897,29/11/2019,1,,1,1,1,,1,1,,,,1,1,1,1,1,1,,,1,1,,,1,
1898,02/12/2019,,,,,1,1,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
1899,04/12/2019,1,,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1,,,1,,
1900,06/12/2019,1,,,,1,1,1,1,,1,1,1,1,,,1,1,1,1,,,1,,,1
1901,09/12/2019,,1,1,1,1,,,,1,1,,1,1,1,1,1,1,1,1,1,,,,,
1902,11/12/2019,1,1,,1,1,1,,1,1,,1,1,,,1,1,1,,,,,1,1,,1
1903,13/12/2019,,,,1,,1,1,1,1,1,,1,,1,1,1,,,1,1,1,,1,1,
1904,16/12/2019,1,,,,,1,1,1,,1,1,1,1,1,1,,1,1,,1,,,1,,1
1905,18/12/2019,1,,1,,,1,,1,1,,1,1,,,1,1,1,1,1,,1,,1,1,
1906,20/12/2019,1,1,1,1,,1,1,,,1,1,,,1,,1,1,1,,,,,1,1,1
1907,23/12/2019,1,,1,1,1,,,,1,1,,,1,,1,1,1,,1,,1,,1,1,1
1908,26/12/2019,,1,,1,,1,1,1,,,,1,1,1,,1,1,,,1,,1,1,1,1
1909,28/12/2019,,1,1,1,1,1,,1,1,1,1,1,,1,,,1,1,,,,1,,,1
1910,30/12/2019,,1,1,1,,,1,,1,1,,1,1,1,1,1,,1,,,,1,1,,1
1911,03/01/2020,1,1,,1,1,,,1,,,1,1,1,1,1,,,,1,,1,1,,1,1
1912,06/01/2020,,1,,,1,1,1,1,1,1,,,,1,,1,,1,,1,1,1,1,1,
1913,08/01/2020,,1,,,1,1,1,1,1,1,1,1,,1,,1,,,1,1,,,,1,1
1914,10/01/2020,,1,,1,1,,,1,,1,,1,1,1,1,,1,1,1,1,1,,,,1
1915,13/01/2020,,1,,1,,,,1,,1,1,1,1,,1,1,1,,1,1,1,1,,,1
1916,15/01/2020,,,,1,1,1,1,1,,1,1,,1,,1,,,1,1,1,,,1,1,1
1917,17/01/2020,1,1,1,1,,,,,,1,,,1,1,1,,1,,1,1,1,,1,1,1
1918,20/01/2020,,1,,1,1,1,1,,1,1,1,1,,,,,1,1,1,1,,1,,1,
1919,22/01/2020,1,1,1,,1,1,,,1,1,1,,,,1,,,,1,1,1,1,1,1,
1920,24/01/2020,,1,,1,,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,,1
1921,27/01/2020,,1,1,1,1,1,1,1,1,1,,,1,,1,1,,1,,,1,,,1,
1922,29/01/2020,,1,1,1,1,1,1,1,,1,,1,,,,1,1,1,1,,,,1,,1
1923,31/01/2020,1,,,1,1,,1,,,1,1,1,,1,,,1,,1,1,,1,1,1,1
1924,03/02/2020,,1,1,,,,,1,1,1,1,1,1,1,,,1,1,,,,1,1,1,1
1925,05/02/2020,1,1,1,1,1,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,
1926,07/02/2020,1,,,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,,1,1,
1927,10/02/2020,1,1,,1,1,,,1,,1,1,,1,,1,,1,1,,,1,1,1,1,
1928,12/02/2020,1,1,1,,1,1,1,1,1,1,,,,,1,1,,,1,,,,1,1,1
1929,14/02/2020,1,1,1,1,,,1,1,1,1,1,,1,,1,,,,1,1,,1,,,1
1930,17/02/2020,1,1,,1,1,,1,1,,1,,,1,1,,1,1,,,,1,1,1,1,
1931,19/02/2020,,,1,1,1,1,1,,1,1,1,1,,1,,1,,1,1,,,1,1,,
1932,21/02/2020,,1,,1,,1,,1,1,1,1,1,,1,,1,1,,1,1,,1,,1,
1933,26/02/2020,1,,,,,,1,,1,1,1,1,1,,,1,,,1,1,1,1,1,1,1
1934,28/02/2020,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,1,,,1,1,1
1935,02/03/2020,1,,1,,1,1,1,1,,1,,1,,,1,1,1,1,,,,1,1,1,
1936,04/03/2020,,1,1,1,1,1,,1,,,1,,1,1,1,,1,,1,1,1,,,,1
1937,06/03/2020,,,1,1,1,1,,,1,1,1,1,,,1,,1,,1,,1,1,1,1,
1938,09/03/2020,,,1,1,,1,1,1,,1,1,1,,,,1,,1,1,1,1,1,,,1
1939,11/03/2020,,1,1,1,,1,1,,1,1,1,1,1,,,,,,1,1,,1,1,1,
1940,13/03/2020,1,,,,1,,,1,,1,1,1,1,,1,,1,1,,,1,1,1,1,1
1941,16/03/2020,1,,1,1,1,,,1,,1,,1,1,1,,1,1,,,1,,1,,1,1
1942,18/03/2020,1,1,1,1,,,1,1,,1,1,1,1,,1,,,1,,1,,,,1,1
1943,20/03/2020,,1,1,,,1,,,1,1,,,1,1,1,1,1,1,1,1,,1,1,,
1944,23/03/2020,1,1,,1,1,,1,1,1,1,1,,1,,,1,,1,,,,1,1,1,
1945,25/03/2020,,,1,1,1,,,1,1,1,,1,,,1,,1,,1,1,,1,1,1,1
1946,27/03/2020,1,1,1,1,,1,1,,,1,1,,1,1,1,,,,,1,1,1,1,,
1947,30/03/2020,,1,,,1,1,,,1,,1,,1,1,1,1,,1,1,,,1,1,1,1
1948,01/04/2020,1,,1,,,,1,,1,,1,1,1,1,,1,1,,1,1,1,1,,1,
1949,03/04/2020,,1,1,,1,1,,1,,1,1,,,1,1,1,,,1,1,,1,1,,1
1950,06/04/2020,,1,1,1,,1,,1,1,1,1,1,,,,1,,1,,1,1,,1,,1
1951,08/04/2020,,,1,1,,1,,,1,1,1,1,1,,,1,,1,1,1,,1,1,,1
1952,11/04/2020,,,1,,1,,1,,1,1,1,,1,1,,1,1,1,,1,1,1,,1,
1953,13/04/2020,1,,1,1,1,1,,,1,1,,,,,1,1,,1,1,1,1,1,1,,
1954,15/04/2020,,1,1,1,,1,1,1,,1,,,1,,,1,,1,,,1,1,1,1,1
1955,17/04/2020,1,1,,1,1,,,,1,,,1,,1,1,1,,,1,1,,1,1,1,1
1956,20/04/2020,,,1,1,,1,1,1,1,1,,,,1,1,1,,,1,1,1,1,1,,
1957,22/04/2020,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,1,1,,,1,,1
1958,24/04/2020,,1,1,,1,1,1,1,,,1,,,,1,,1,1,,1,1,1,1,,1
1959,27/04/2020,1,1,1,,,1,1,,1,1,,1,1,,,1,1,1,,1,,,,1,1
1960,29/04/2020,,1,1,,,,1,,1,1,,1,1,,1,,1,1,,1,1,,1,1,1
1961,02/05/2020,,1,,1,1,,1,,,,,1,1,1,1,,,1,1,1,1,1,1,1,
